SKU,SKU_DESCRIPTION,CATEGORY,SUB_CATEGORY,COLOR_NAME,COLLECTION,SIZE,PLANNING_CATEGORY,LAUNCH_YEAR_SEASON,LAUNCH_DATE,PLANNING_STATUS,ASSORTMENT_STATUS,FULL_PRICE_RETAIL,VENDOR_NAME,VENDOR_COST,VENDOR_COST_USD,ITEM_MOQS
00004556-007-QU-S-002-B3,ALPINE BED - TALL - QU-S-002 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,390,390,
00004556-007-CK-S-007-B1,ALPINE BED - TALL - CK-S-007 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1000,1000,
00004556-003-TW-W-002-B3,Ridge Bed - TW-W-002 - SR/SL,FURNITURE,BEDS,WALNUT,RIDGE,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,340,340,
D12817-01-NY,RETAIL - This is Home Book,ACCENTS,BOOKS,MULTI/MIXED,ASSORTED,,ACCENTS - BOOKS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,44,Deep Vellum Books,32,32,
T56002-01-B,Bunkhouse - Nublado Throw - Ivory,BLANKETS,THROWS : DECORATIVE,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86002-22,Stonewashed Linen Fitted Sheet - Queen - Indigo Chambray Wide Stripe,BEDDING,FITTED SHEETS,INDIGO CHAMBRAY WIDE STRIPE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,149,Sampedro,37.06,37.06,
B145003-02,Signature Down-Alternative Duvet Insert - King/Cal King - Boxed,BEDDING,INSERTS,WHITE,INSERTS,KING/CAL-KING,BEDDING - INSERTS,2023 FALL,,ARCHIVED,ARCHIVED,299,Westex International,52,52,
00004556-001-TW-W-002-B3,Laurel Bed - Tall - TW-W-002 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,323,323,
R92004-02,Ravi Dhurrie Accent Rug - 3x5,RUGS,ACCENT,MUSTARD,RAVI,3' x 5',RUGS - ACCENT,2019 INDIA,2019-09-26 00:00:00.000,ARCHIVED,ARCHIVED,279,RugHauz,75,75,
P112007-01-C,Castilla Pillow - 20x20 - Tan - Cover,PILLOWS,SQUARE,TAN,CASTILLA,"20"" x 20""",PILLOWS - ACCENT,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,149,Artesanias de Colombia,27,27,
00004556-002-TW-M-003-B3,Laurel Bed - Low - TW-M-003 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,511,511,
B66008-02-K,Mercado Lidded Storage Baskets,BASKETS,STORAGE,,,,BASKETS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,555,,,0,
P56037-03-C,Contigo Pillow - 24x24 - Sand - Cover,PILLOWS,SQUARE,SAND,CONTIGO,"24"" x 24""",PILLOWS - ACCENT,2020 HOLIDAY,2020-10-28 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,239,Wayra,50,50,
B86021-08,Stonewashed Linen Quilt - Twin - Sand Thin Stripe,BEDDING,QUILTS,SAND THIN STRIPE,STONEWASHED LINEN,TWIN,BEDDING - QUILTS ETC.,2022 JUNE,2022-06-01 00:00:00.000,ARCHIVED,ARCHIVED,259,Sampedro (EUR),76.49,89.0703103,
R61007-08,Leena Area Rug - 9x12,RUGS,AREA,NATURAL,LEENA,9' x 12',RUGS - AREA + ROUND,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2999,Anou (MAD),995.76,102.776458931,
00004556-007-FL-S-005-B1,ALPINE BED - TALL - FL-S-005 - HB,FURNITURE,BEDS,,ALPINE,FULL,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,713,713,
TP53001-05,Halston Mugs - Blush - Single,TABLEWARE,DRINKWARE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,40,,,0,
T58019-02,Ocaso Alpaca Throw,BLANKETS,THROWS : ALPACA,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-001-FL-M-004-B2,Laurel Bed - Tall - FL-M-004 - FB,FURNITURE,BEDS,MAPLE,LAUREL,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,353,353,
R120002-04,Neena Area Rug - 9x12 - Flax,RUGS,AREA,FLAX,NEENA,9' x 12',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Master Weave Inc,495.25,495.25,
A65048-01,Uganda By Hazel & Pine - 30x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"30"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,329,"Simply Framed, Inc",92.1,92.1,
00004556-006-CK-S-001-B2,ALPINE BED - MEDIUM - CK-S-001 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,322,322,
00004556-008-KI-S-005-B1,SUMMIT BED - KI-S-005 - HB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,862,862,
00004556-007-FL-S-007-B1,ALPINE BED - TALL - FL-S-007 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,745,745,
B117001-23,Stonewashed Linen Bedding - Swatch Card - Sand Gingham,BEDDING,SWATCH,SAND GINGHAM,STONEWASHED LINEN,NOT APPLICABLE,BEDDING - SWATCH,2022 AUG GINGHAM,2022-08-09 00:00:00.000,ARCHIVED,ARCHIVED,3,E.W. Bredemeier & Company,0.92,0.92,
D101003-03,Imabari Waffle Towels - 1 Face Towel - Indigo,BATH,TOWEL : FACE TOWEL,INDIGO,IMABARI,,BATH - TOWELS,2019 JAPAN,2019-09-09 00:00:00.000,ARCHIVED,ARCHIVED,29,Onsen,5,5,
R114001-01,Mendoza Chunky Wool Area Rug - 8x10 - Black,RUGS,AREA,BLACK,MENDOZA,8' x 10',RUGS - AREA + ROUND,2020 MOROCCO,2020-04-02 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2499,Elementos Argentinos,880,880,
B132004-02,Padma Tote Basket - Large,BASKETS,STORAGE,NATURAL,PADMA,,BASKETS,2023 SPRING,,ARCHIVED,PD - CANCELLED,105,CORR The Jute Works,13.5,13.5,
00004556-007-TW-S-005-B3,ALPINE BED - TALL - TW-S-005 - SR/SL,FURNITURE,BEDS,,ALPINE,TWIN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,368,368,
00004556-005-TW-S-007-B2,ALPINE BED - LOW - TW-S-007 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,240,240,
D73005-01,Patronato Mirror - Circle - Wall Hooks (Component),ACCENTS,MIRRORS,CLEAR,PATRONATO,,ACCENTS - MIRRORS,2019 CHILE,2019-06-25 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,56,Cerio,21,21,
00004556-003-CK-M-006-B1,Ridge Bed - CK-M-006 - HB,FURNITURE,BEDS,MAPLE,RIDGE,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1175,1175,
0118316-014-U-W-003,Laurel Chair - Walnut - Leather,FURNITURE,ACCENT CHAIRS,WALNUT,LAUREL,,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,2399,Revive Furniture Inc.,1540,1540,
00004556-009-KI-S-006-B3,SIERRA BED - KI-S-006 - SR/SL,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,398,398,
00004556-002-CK-W-001-B1,Laurel Bed - Low - CK-W-001 - HB,FURNITURE,BEDS,WALNUT,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1183,1183,
SSP1000-04,Pampas Leather Square Pillow,PILLOWS,SQUARE,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
P56040-02-C,Las Artes Pillow - 22x22 - Rust - Cover,PILLOWS,SQUARE,RUST,LAS ARTES,"22"" x 22""",PILLOWS - ACCENT,2019 FALL,2019-09-26 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,189,Wayra,50,50,
00004556-002-TW-W-002-B2,Laurel Bed - Low - TW-W-002 - FB,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,307,307,
R114002-02,Mendoza Chunky Wool Area Rug - 6x9 - Tan,RUGS,AREA,TAN,MENDOZA,6' x 9',RUGS - AREA + ROUND,2020 MOROCCO,2020-04-02 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1999,Elementos Argentinos,594,594,
P126010-02-C,Kayra Kilim Lumbar Pillow - 12x48 - Sand - Cover,PILLOWS,OVERSIZED LUMBARS,SAND,KAYRA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,299,Kirkit Rugs,75,75,
FAB-REG-0001,Fabric - 1 Yard - Cotton Linen - Oat,FURNITURE,FABRIC,OAT,CUSTOM FURNITURE,,FURNITURE - STOCKED,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Regal Fabrics,9,9,
00004556-001-CK-M-007-B2,Laurel Bed - Tall - CK-M-007 - FB,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,503,503,
P61001-01-C,Layla Beni Ourain Pillow - 22x22 - Clay,PILLOWS,SQUARE,,LAYLA,,PILLOWS - ACCENT,2024 SUMMER,2024-08-12 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Anou (MAD),400,41.285634663,
D10000-02,Small Basket,BASKETS,DECORATIVE,,,,BASKETS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
PROD-006,PRODUCT SAMPLE 6,Z. MISCELLANEOUS,PRODUCT SAMPLES,,PRODUCT SAMPLES,,Z. MISC,,,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,,Made and Modern,0,0,
P122005-02-C,Palmera Pillow - 18x18 - Stone Blue - Cover,PILLOWS,SQUARE,STONE BLUE,PALMERA,"18"" x 18""",PILLOWS - ACCENT,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,229,Y'abal,100,100,
00004556-001-CK-M-002-B1,Laurel Bed - Tall - CK-M-002 - HB,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1035,1035,
00004556-001-KI-M-004-B3,Laurel Bed - Tall - KI-M-004 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,338,338,
R120007-01,Aditha Accent Rug - 2x3 - Tobacco,RUGS,ACCENT,TOBACCO,ADITHA,2' x 3',RUGS - ACCENT,2021 SPRING,2021-03-11 00:00:00.000,ARCHIVED,ARCHIVED,139,Raj Overseas,22.51,22.51,
00004556-002-TW-W-007-B3,Laurel Bed - Low - TW-W-007 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,323,323,
R120007-03,Aditha Area Rug - 5x8 - Tobacco,RUGS,AREA,TOBACCO,ADITHA,5' x 8',RUGS - AREA + ROUND,2021 SPRING,2021-03-11 00:00:00.000,ARCHIVED,ARCHIVED,399,Raj Overseas,150.08,150.08,
T56001-02-K,Nublado Wool Throw - Grey with Dust Bag,BLANKETS,THROWS : DECORATIVE,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-001-TW-M-006-B3,Laurel Bed - Tall - TW-M-006 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,301,301,
D70002-02-P,Cantaro Pot - Large - Terracotta - Pot,ACCENTS,PLANTERS,TERRACOTTA,CANTARO,,ACCENTS - PLANTERS & VASES,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,229,Tributo,56.61,56.61,
F97020-02-C,Santo Round Ottoman - Replacement Cushion - Linen,FURNITURE,OTTOMANS,LINEN,SANTO,,FURNITURE - STOCKED,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,0,Safari Velution (EUR),100,116.447,
P55003-01-C,Sheepskin Lumbar Pillow - 14x30 - White - Cover,PILLOWS,SMALL LUMBARS,WHITE,SHEEPSKIN,"14"" x 30""",PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,229,Palermo Leather Workshop (Big BKF),67,67,
C97008-01,Torres Round Ottoman - Small - Tan Sheepskin,FURNITURE,OTTOMANS,TAN,TORRES,SMALL,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,699,Safari Velution (EUR),208.95,243.3160065,
B86016-21,Stonewashed Linen Fitted Sheet - Cal-King - Sand Wide Stripe,BEDDING,FITTED SHEETS,SAND WIDE STRIPE,STONEWASHED LINEN,CAL-KING,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,159,Sampedro,48.58,48.58,
A65003-01,Agafay Desert By Hazel & Pine - 40x60 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"40"" x 60""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,799,"Simply Framed, Inc",207.1,207.1,
FAB-LIB-0006,Fabric - 1 Yard - Linen - Canyon Clay,FURNITURE,FABRIC,CANYON CLAY,CUSTOM FURNITURE,,FURNITURE - STOCKED,2023 SPRING,2023-03-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,0,Libeco Belgian Linens,23.81,23.81,
A65056-01,Blue City .03 By Hazel & Pine - 16x16 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"16"" x 16""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,139,"Simply Framed, Inc",40.4,40.4,
P56039-01-C,Las Gradas Pillow - 18x18 - Black - Cover,PILLOWS,SQUARE,BLACK & NATURAL,LAS GRADAS,"18"" x 18""",PILLOWS - ACCENT,2019 FALL,2019-09-26 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,149,Wayra,42,42,
P122006-01-C,Verbena Pillow - 18x18 - Stone Blue - Cover,PILLOWS,SQUARE,STONE BLUE,VERBENA,"18"" x 18""",PILLOWS - ACCENT,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,299,Y'abal,105,105,
D12815-01,Book - Live Beautiful,ACCENTS,BOOKS,,,,ACCENTS - BOOKS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
P141002-02-C,Noa Pillow - 22x22 - Rose - Cover,PILLOWS,SQUARE,ROSE,NOA,"22"" x 22""",PILLOWS - ACCENT,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,239,Ock Pop Tok,34,34,
D143006-01,Eshana Palo Santo Holder - Sandstone,ACCENTS,CANDLES/CANDLEHOLDERS,SANDSTONE,ESHANA,,ACCENTS - CANDLE & DEC-ACC,2023 HOLIDAY,2023-10-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,59,Stonemen,6.45,6.45,
R88035-04,Maheen Flatweave Area Rug - 9x12 - Mustard,RUGS,AREA,MUSTARD,MAHEEN,9' x 12',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,1899,Loloi Rugs,324,324,
R120001-04,Neena Area Rug - 9x12 - Rose,RUGS,AREA,ROSE,NEENA,9' x 12',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,ARCHIVED,ARCHIVED,1899,Raj Overseas,495.25,495.25,
00004556-001-QU-M-004-B1,Laurel Bed - Tall - QU-M-004 - HB,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,807,807,
00004556-004-QU-S-002-B1,Drift Bed - QU-S-002 - HB/FB,FURNITURE,BEDS,,DRIFT,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1208,1208,
R120009-05,Rohan Area Rug - 10x14 - Indigo,RUGS,AREA,INDIGO,ROHAN,10' x 14',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2499,Master Weave Inc,758.71,758.71,
00004556-002-KI-M-002-B3,Laurel Bed - Low - KI-M-002 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,338,338,
R56001-02,San Pedro Area Rug - 8x10 - Black,RUGS,AREA,,,8' x 10',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-007-FL-S-005-B3,ALPINE BED - TALL - FL-S-005 - SR/SL,FURNITURE,BEDS,,ALPINE,FULL,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,368,368,
D121010-03-Q2,Aegean Cotton Towels - 2 Bath Towels - Black,BATH,TOWEL : BATH TOWEL,BLACK,AEGEAN,,BATH - TOWELS,2022 AEGEAN,2022-02-23 00:00:00.000,ARCHIVED,ARCHIVED,98,Veritas,27.9,27.9,
B86101-22,Stonewashed Linen Bed Bundle (S/7) - Queen - Rose,BEDDING,BED BUNDLES,ROSE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,657,Sampedro (EUR),202.13,235.3743211,
R106005-07,Dayita Area Rug - 9x12 - Slate Blue,RUGS,AREA,SLATE BLUE,DAYITA,9' x 12',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Rich Class Decor,307.8,307.8,
P84017-02-C,Ghama Suede Lumbar Pillow - 12x20 - Olive - Cover,PILLOWS,SMALL LUMBARS,OLIVE,GHAMA,"12"" x 20""",PILLOWS - ACCENT,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,129,Accessories India,23.6,23.6,
R120002-05,Neena Accent Rug - 2x3 - Flax,RUGS,ACCENT,FLAX,NEENA,2' x 3',RUGS - ACCENT,2021 FALL,2021-08-05 00:00:00.000,ARCHIVED,ARCHIVED,149,Master Weave Inc,27.51,27.51,
B121011-03,Organic Resort Cotton Euro Shams - 1 Sham - Solid Sand,BEDDING,SHAMS,SAND,ORGANIC RESORT COTTON,EURO,BEDDING - SHEETS ETC.,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,79,Veritas,27.43,27.43,
B86101-10,Stonewashed Linen Bed Bundle (S/7) - Queen - Indigo Chambray,BEDDING,BED BUNDLES,INDIGO CHAMBRAY,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 JUNE,2022-06-01 00:00:00.000,ARCHIVED,ARCHIVED,657,Sampedro (EUR),209.43,243.8749521,
R112002-01,San Gil Accent Rug - 2x3 - Rose,RUGS,ACCENT,ROSE,SAN GIL,2' x 3',RUGS - ACCENT,2020 COLOMBIA,2020-02-17 00:00:00.000,ARCHIVED,ARCHIVED,149,Artesanias de Colombia,35.29,35.29,
A65078-01,Atacama Desert By Hazel & Pine - 20x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"20"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,219,"Simply Framed, Inc",58.2,58.2,
00004556-001-KI-M-006-B3,Laurel Bed - Tall - KI-M-006 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,316,316,
T58007-01-K-GW,La Lena Alpaca Throw - Grey,BLANKETS,THROWS : ALPACA,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-005-KI-S-005-B2,ALPINE BED - LOW - KI-S-005 - FB,FURNITURE,BEDS,,ALPINE,KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,352,352,
B86009-20,Stonewashed Linen Shams - Standard Set (S/2) - Currant,BEDDING,SHAMS,CURRANT,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2022 SPRING,2022-04-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,89,Sampedro (EUR),28,32.60516,
0118316-010-U-W-007-C,Helm Bench Cushion - Walnut - Performance Plush Texture,FURNITURE,BENCHES,,HELM,,FURNITURE - MTO,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,The American Sofa Company (TAMSCO),474,474,
R141018-06,Zaha Hand-Knotted Area Rug - 8x10 - Sand,RUGS,AREA,SAND,ZAHA,,RUGS - AREA + ROUND,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,1999,RMC,452,452,
B86019-28,Stonewashed Linen Fitted Sheet - King - Truffle,BEDDING,FITTED SHEETS,TRUFFLE,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,2024 FALL,2024-09-24 00:00:00.000,ARCHIVED,ARCHIVED,159,Sampedro (EUR),51.94,60.4825718,
00004556-003-FL-M-005-B1,RIDGE BED - FL-M-005 - HB,FURNITURE,BEDS,,RIDGE,FULL,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,887,887,
PM1001-59,Stamped Dust Bags - 18x12,Z. MISCELLANEOUS,PACKAGING : DUST BAGS,WHITE,DUST BAGS,,Z. MISC,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Metropak Inc.,1.22,1.22,
00004556-005-KI-S-001-B3,ALPINE BED - LOW - KI-S-001 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,374,374,
D73007-01,Providencia Mirror - Large,ACCENTS,MIRRORS,CLEAR,PROVIDENCIA,,ACCENTS - MIRRORS,2019 CHILE,2019-06-25 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,699,Cerio,211,211,
R120057-01,WILLOW HAND-KNOTTED AREA RUG - 6'X9' - SLATE,RUGS,AREA,SLATE,WILLOW,6' x 9',RUGS - AREA + ROUND,2026 SPRING,2026-04-15 00:00:00.000,PRE-INTRO,PD - APPROVED,1299,Surya Carpet Inc.,421.74,421.74,
B15214-10,Stonewashed Organic Cotton Percale- Terracotta - Fitted Sheet - Cal King,BEDDING,FITTED SHEETS,TERRACOTTA,ORGANIC COTTON PERCALE,CAL-KING,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,119,Synergy Lifestyles PVT. LTD.,18.9,18.9,
00004556-009-TW-S-002-B2,SIERRA BED - TW-S-002 - FB,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,240,240,
P84018-01-C,Prisha Linen Pillow - 20x20 - Flax - Cover,PILLOWS,SQUARE,FLAX,PRISHA,"20"" x 20""",PILLOWS - ACCENT,2020 FALL,2020-09-15 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,99,Textile Artisans Guild aka Poornima,9,9,
00004556-002-CK-M-005-B3,LAUREL BED - LOW - CK-M-005 - SR/SL,FURNITURE,BEDS,,LAUREL,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,326,326,
R93001-02,Anik Recycled Area Rug - 8x10 - Clay,RUGS,AREA,CLAY,ANIK,8' x 10',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
P68003-01,Minuit Mud Cloth Lumbar Pillow - 16x26,PILLOWS,SMALL LUMBARS,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,155,,,0,
