SKU,DAILY ROS,ANNUAL UNITS
00004556-003-QU-W-001-B3,0.0,0.0
00004556-003-QU-W-002-B1,0.0,0.0
00004556-003-QU-W-002-B2,0.0,0.0
00004556-003-QU-W-002-B3,0.0,0.0
00004556-003-QU-W-003-B1,0.0,0.0
00004556-003-QU-W-003-B2,0.0,0.0
00004556-003-QU-W-003-B3,0.0,0.0
00004556-003-QU-W-004-B1,0.0,0.0
00004556-003-QU-W-004-B2,0.0,0.0
00004556-003-QU-W-004-B3,0.0,0.0
00004556-003-QU-W-005-B1,0.0,0.0
00004556-003-QU-W-005-B2,0.0,0.0
00004556-003-QU-W-005-B3,0.0,0.0
00004556-003-QU-W-006-B1,0.0,0.0
00004556-003-QU-W-006-B2,0.0,0.0
00004556-003-QU-W-006-B3,0.0,0.0
00004556-003-QU-W-007-B1,0.0,0.0
00004556-003-QU-W-007-B2,0.0,0.0
00004556-003-QU-W-007-B3,0.0,0.0
00004556-003-TW-M-001-B1,0.0,0.0
00004556-003-TW-M-001-B2,0.0,0.0
00004556-003-TW-M-001-B3,0.0,0.0
00004556-003-TW-M-002-B1,0.0,0.0
00004556-003-TW-M-002-B2,0.0,0.0
00004556-003-TW-M-002-B3,0.0,0.0
00004556-003-TW-M-003-B1,0.0,0.0
00004556-003-TW-M-003-B2,0.0,0.0
00004556-003-TW-M-003-B3,0.0,0.0
00004556-003-TW-M-004-B1,0.0,0.0
00004556-003-TW-M-004-B2,0.0,0.0
00004556-003-TW-M-004-B3,0.0,0.0
00004556-003-TW-M-005-B1,0.0,0.0
00004556-003-TW-M-005-B2,0.0,0.0
00004556-003-TW-M-005-B3,0.0,0.0
00004556-003-TW-M-006-B1,0.0,0.0
00004556-003-TW-M-006-B2,0.0,0.0
00004556-003-TW-M-006-B3,0.0,0.0
00004556-003-TW-M-007-B1,0.0,0.0
00004556-003-TW-M-007-B2,0.0,0.0
00004556-003-TW-M-007-B3,0.0,0.0
00004556-003-TW-W-001-B1,0.0,0.0
00004556-003-TW-W-001-B2,0.0,0.0
00004556-003-TW-W-001-B3,0.0,0.0
00004556-003-TW-W-002-B1,0.0,0.0
00004556-003-TW-W-002-B2,0.0,0.0
00004556-003-TW-W-002-B3,0.0,0.0
00004556-003-TW-W-003-B1,0.0,0.0
00004556-003-TW-W-003-B2,0.0,0.0
00004556-003-TW-W-003-B3,0.0,0.0
00004556-003-TW-W-004-B1,0.0,0.0
00004556-003-TW-W-004-B2,0.0,0.0
00004556-003-TW-W-004-B3,0.0,0.0
00004556-003-TW-W-005-B1,0.0,0.0
00004556-003-TW-W-005-B2,0.0,0.0
00004556-003-TW-W-005-B3,0.0,0.0
00004556-003-TW-W-006-B1,0.0,0.0
00004556-003-TW-W-006-B2,0.0,0.0
00004556-003-TW-W-006-B3,0.0,0.0
00004556-003-TW-W-007-B1,0.0,0.0
00004556-003-TW-W-007-B2,0.0,0.0
00004556-003-TW-W-007-B3,0.0,0.0
00004556-004-CK-S-001-B1,0.0,0.0
00004556-004-CK-S-001-B2,0.0,0.0
00004556-004-CK-S-002-B1,0.0,0.0
00004556-004-CK-S-002-B2,0.0,0.0
00004556-004-CK-S-004-B1,0.0,0.0
00004556-004-CK-S-004-B2,0.0,0.0
00004556-004-CK-S-005-B1,0.0,0.0
00004556-004-CK-S-005-B2,0.0,0.0
00004556-004-CK-S-006-B1,0.0,0.0
00004556-004-CK-S-006-B2,0.0,0.0
00004556-004-CK-S-007-B1,0.0,0.0
00004556-004-CK-S-007-B2,0.0,0.0
00004556-004-FL-S-001-B1,0.0,0.0
00004556-004-FL-S-001-B2,0.0,0.0
00004556-004-FL-S-002-B2,0.0,0.0
00004556-004-FL-S-004-B1,0.0,0.0
00004556-004-FL-S-004-B2,0.0,0.0
00004556-004-FL-S-005-B1,0.0,0.0
00004556-004-FL-S-005-B2,0.0,0.0
00004556-004-FL-S-006-B1,0.0,0.0
00004556-004-FL-S-006-B2,0.0,0.0
00004556-004-FL-S-007-B1,0.0,0.0
00004556-004-FL-S-007-B2,0.0,0.0
00004556-004-KI-S-001-B1,0.01,3.65
00004556-004-KI-S-001-B2,0.01,3.65
00004556-004-KI-S-002-B1,0.01,3.65
00004556-004-KI-S-002-B2,0.01,3.65
00004556-004-KI-S-004-B1,0.01,3.65
00004556-004-KI-S-004-B2,0.01,3.65
00004556-004-KI-S-005-B1,0.01,3.65
00004556-004-KI-S-005-B2,0.01,3.65
00004556-004-KI-S-006-B1,0.01,3.65
00004556-004-KI-S-006-B2,0.01,3.65
00004556-004-KI-S-007-B1,0.0,0.0
00004556-004-KI-S-007-B2,0.0,0.0
00004556-004-QU-S-001-B1,0.01,3.65
00004556-004-QU-S-001-B2,0.01,3.65
00004556-004-QU-S-002-B1,0.0,0.0
00004556-004-QU-S-002-B2,0.0,0.0
00004556-004-QU-S-004-B1,0.0,0.0
00004556-004-QU-S-004-B2,0.0,0.0
00004556-004-QU-S-005-B1,0.0,0.0
00004556-004-QU-S-005-B2,0.0,0.0
00004556-004-QU-S-006-B1,0.0,0.0
00004556-004-QU-S-006-B2,0.0,0.0
00004556-004-QU-S-007-B1,0.0,0.0
00004556-004-QU-S-007-B2,0.0,0.0
00004556-004-TW-S-001-B1,0.0,0.0
00004556-004-TW-S-001-B2,0.0,0.0
00004556-004-TW-S-002-B1,0.0,0.0
00004556-004-TW-S-002-B2,0.0,0.0
00004556-004-TW-S-004-B1,0.0,0.0
00004556-004-TW-S-004-B2,0.0,0.0
00004556-004-TW-S-005-B1,0.0,0.0
00004556-004-TW-S-005-B2,0.0,0.0
00004556-004-TW-S-006-B1,0.0,0.0
00004556-004-TW-S-006-B2,0.0,0.0
00004556-004-TW-S-007-B1,0.0,0.0
00004556-004-TW-S-007-B2,0.0,0.0
00004556-005-CK-S-001-B1,0.0,0.0
00004556-005-CK-S-001-B2,0.0,0.0
00004556-005-CK-S-001-B3,0.0,0.0
00004556-005-CK-S-002-B1,0.0,0.0
00004556-005-CK-S-002-B2,0.0,0.0
00004556-005-CK-S-002-B3,0.0,0.0
00004556-005-CK-S-004-B1,0.0,0.0
00004556-005-CK-S-004-B2,0.0,0.0
00004556-005-CK-S-004-B3,0.0,0.0
00004556-005-CK-S-005-B1,0.0,0.0
00004556-005-CK-S-005-B2,0.0,0.0
00004556-005-CK-S-005-B3,0.0,0.0
00004556-005-CK-S-006-B1,0.0,0.0
00004556-005-CK-S-006-B2,0.0,0.0
00004556-005-CK-S-006-B3,0.0,0.0
00004556-005-CK-S-007-B1,0.0,0.0
00004556-005-CK-S-007-B2,0.0,0.0
00004556-005-CK-S-007-B3,0.0,0.0
00004556-005-FL-S-001-B1,0.0,0.0
00004556-005-FL-S-001-B2,0.0,0.0
00004556-005-FL-S-001-B3,0.0,0.0
00004556-005-FL-S-002-B1,0.0,0.0
00004556-005-FL-S-002-B2,0.0,0.0
00004556-005-FL-S-002-B3,0.0,0.0
00004556-005-FL-S-004-B1,0.0,0.0
00004556-005-FL-S-004-B2,0.0,0.0
00004556-005-FL-S-004-B3,0.0,0.0
00004556-005-FL-S-005-B1,0.0,0.0
00004556-005-FL-S-005-B2,0.0,0.0
00004556-005-FL-S-005-B3,0.0,0.0
00004556-005-FL-S-006-B1,0.0,0.0
00004556-005-FL-S-006-B2,0.0,0.0
00004556-005-FL-S-006-B3,0.0,0.0
00004556-005-FL-S-007-B1,0.0,0.0
00004556-005-FL-S-007-B2,0.0,0.0
00004556-005-FL-S-007-B3,0.0,0.0
00004556-005-KI-S-001-B1,0.01,3.65
00004556-005-KI-S-001-B2,0.01,3.65
00004556-005-KI-S-001-B3,0.01,3.65
00004556-005-KI-S-002-B1,0.0,0.0
00004556-005-KI-S-002-B2,0.0,0.0
00004556-005-KI-S-002-B3,0.0,0.0
00004556-005-KI-S-004-B1,0.02,7.3
00004556-005-KI-S-004-B2,0.02,7.3
00004556-005-KI-S-004-B3,0.02,7.3
00004556-005-KI-S-005-B1,0.0,0.0
00004556-005-KI-S-005-B2,0.0,0.0
00004556-005-KI-S-005-B3,0.0,0.0
00004556-005-KI-S-006-B1,0.0,0.0
00004556-005-KI-S-006-B2,0.0,0.0
00004556-005-KI-S-006-B3,0.0,0.0
00004556-005-KI-S-007-B1,0.0,0.0
00004556-005-KI-S-007-B2,0.0,0.0
00004556-005-KI-S-007-B3,0.0,0.0
00004556-005-QU-S-001-B1,0.0,0.0
00004556-005-QU-S-001-B2,0.0,0.0
00004556-005-QU-S-001-B3,0.0,0.0
00004556-005-QU-S-002-B1,0.0,0.0
00004556-005-QU-S-002-B2,0.0,0.0
00004556-005-QU-S-002-B3,0.0,0.0
00004556-005-QU-S-004-B1,0.01,3.65
00004556-005-QU-S-004-B2,0.01,3.65
00004556-005-QU-S-004-B3,0.01,3.65
00004556-005-QU-S-005-B1,0.0,0.0
00004556-005-QU-S-005-B2,0.0,0.0
00004556-005-QU-S-005-B3,0.0,0.0
00004556-005-QU-S-006-B1,0.0,0.0
00004556-005-QU-S-006-B2,0.0,0.0
00004556-005-QU-S-006-B3,0.0,0.0
00004556-005-QU-S-007-B1,0.0,0.0
00004556-005-QU-S-007-B2,0.0,0.0
00004556-005-QU-S-007-B3,0.0,0.0
00004556-005-TW-S-001-B1,0.0,0.0
00004556-005-TW-S-001-B2,0.0,0.0
00004556-005-TW-S-001-B3,0.0,0.0
00004556-005-TW-S-002-B1,0.0,0.0
00004556-005-TW-S-002-B2,0.0,0.0
00004556-005-TW-S-002-B3,0.0,0.0
00004556-005-TW-S-004-B1,0.0,0.0
00004556-005-TW-S-004-B2,0.0,0.0
00004556-005-TW-S-004-B3,0.0,0.0
00004556-005-TW-S-005-B1,0.0,0.0
00004556-005-TW-S-005-B2,0.0,0.0
00004556-005-TW-S-005-B3,0.0,0.0
00004556-005-TW-S-006-B1,0.0,0.0
00004556-005-TW-S-006-B2,0.0,0.0
00004556-005-TW-S-006-B3,0.0,0.0
00004556-005-TW-S-007-B1,0.0,0.0
00004556-005-TW-S-007-B2,0.0,0.0
00004556-005-TW-S-007-B3,0.0,0.0
00004556-006-CK-S-001-B1,0.0,0.0
00004556-006-CK-S-001-B2,0.0,0.0
00004556-006-CK-S-001-B3,0.0,0.0
00004556-006-CK-S-002-B1,0.0,0.0
00004556-006-CK-S-002-B2,0.0,0.0
00004556-006-CK-S-002-B3,0.0,0.0
00004556-006-CK-S-004-B1,0.01,3.65
00004556-006-CK-S-004-B2,0.01,3.65
00004556-006-CK-S-004-B3,0.01,3.65
00004556-006-CK-S-005-B1,0.0,0.0
00004556-006-CK-S-005-B2,0.0,0.0
00004556-006-CK-S-005-B3,0.0,0.0
00004556-006-CK-S-006-B1,0.0,0.0
00004556-006-CK-S-006-B2,0.0,0.0
00004556-006-CK-S-006-B3,0.0,0.0
00004556-006-CK-S-007-B1,0.0,0.0
00004556-006-CK-S-007-B2,0.0,0.0
00004556-006-CK-S-007-B3,0.0,0.0
00004556-006-FL-S-001-B1,0.0,0.0
00004556-006-FL-S-001-B2,0.0,0.0
00004556-006-FL-S-001-B3,0.0,0.0
00004556-006-FL-S-002-B1,0.0,0.0
00004556-006-FL-S-002-B2,0.0,0.0
00004556-006-FL-S-002-B3,0.0,0.0
00004556-006-FL-S-004-B1,0.01,3.65
00004556-006-FL-S-004-B2,0.01,3.65
00004556-006-FL-S-004-B3,0.01,3.65
00004556-006-FL-S-005-B1,0.0,0.0
00004556-006-FL-S-005-B2,0.0,0.0
00004556-006-FL-S-005-B3,0.0,0.0
00004556-006-FL-S-006-B1,0.0,0.0
00004556-006-FL-S-006-B2,0.0,0.0
00004556-006-FL-S-006-B3,0.0,0.0
00004556-006-FL-S-007-B1,0.0,0.0
00004556-006-FL-S-007-B2,0.0,0.0
00004556-006-FL-S-007-B3,0.0,0.0
00004556-006-KI-S-001-B1,0.01,3.65
00004556-006-KI-S-001-B2,0.01,3.65
00004556-006-KI-S-001-B3,0.01,3.65
00004556-006-KI-S-002-B1,0.0,0.0
00004556-006-KI-S-002-B2,0.0,0.0
00004556-006-KI-S-002-B3,0.0,0.0
00004556-006-KI-S-004-B1,0.01,3.65
00004556-006-KI-S-004-B2,0.01,3.65
00004556-006-KI-S-004-B3,0.01,3.65
00004556-006-KI-S-005-B1,0.0,0.0
00004556-006-KI-S-005-B2,0.0,0.0
00004556-006-KI-S-005-B3,0.0,0.0
00004556-006-KI-S-006-B1,0.01,3.65
00004556-006-KI-S-006-B2,0.01,3.65
00004556-006-KI-S-006-B3,0.01,3.65
00004556-006-KI-S-007-B1,0.0,0.0
00004556-006-KI-S-007-B2,0.0,0.0
00004556-006-KI-S-007-B3,0.0,0.0
00004556-006-QU-S-001- B1,0.0,0.0
00004556-006-QU-S-001- B2,0.0,0.0
00004556-006-QU-S-001- B3,0.0,0.0
00004556-006-QU-S-002 - B1,0.0,0.0
00004556-006-QU-S-002 - B2,0.0,0.0
00004556-006-QU-S-002 - B3,0.0,0.0
00004556-006-QU-S-004 - B1,0.01,3.65
00004556-006-QU-S-004 - B2,0.01,3.65
00004556-006-QU-S-004 - B3,0.01,3.65
00004556-006-QU-S-005- B1,0.0,0.0
00004556-006-QU-S-005- B2,0.0,0.0
00004556-006-QU-S-005- B3,0.0,0.0
00004556-006-QU-S-006- B1,0.0,0.0
00004556-006-QU-S-006- B2,0.0,0.0
00004556-006-QU-S-006- B3,0.0,0.0
00004556-006-QU-S-007- B1,0.0,0.0
00004556-006-QU-S-007- B2,0.0,0.0
00004556-006-QU-S-007- B3,0.0,0.0
00004556-006-TW-S-001-B1,0.0,0.0
00004556-006-TW-S-001-B2,0.0,0.0
00004556-006-TW-S-001-B3,0.0,0.0
00004556-006-TW-S-002-B1,0.0,0.0
00004556-006-TW-S-002-B2,0.0,0.0
00004556-006-TW-S-002-B3,0.0,0.0
00004556-006-TW-S-004-B1,0.0,0.0
00004556-006-TW-S-004-B2,0.0,0.0
00004556-006-TW-S-004-B3,0.0,0.0
00004556-006-TW-S-005-B1,0.0,0.0
00004556-006-TW-S-005-B2,0.0,0.0
00004556-006-TW-S-005-B3,0.0,0.0
00004556-006-TW-S-006-B1,0.0,0.0
00004556-006-TW-S-006-B2,0.0,0.0
00004556-006-TW-S-006-B3,0.0,0.0
00004556-006-TW-S-007-B1,0.0,0.0
00004556-006-TW-S-007-B2,0.0,0.0
00004556-006-TW-S-007-B3,0.0,0.0
00004556-007-CK-S-001-B1,0.0,0.0
00004556-007-CK-S-001-B2,0.0,0.0
00004556-007-CK-S-001-B3,0.0,0.0
00004556-007-CK-S-002-B1,0.0,0.0
00004556-007-CK-S-002-B2,0.0,0.0
00004556-007-CK-S-002-B3,0.0,0.0
00004556-007-CK-S-004-B1,0.0,0.0
00004556-007-CK-S-004-B2,0.0,0.0
00004556-007-CK-S-004-B3,0.0,0.0
00004556-007-CK-S-005-B1,0.0,0.0
00004556-007-CK-S-005-B2,0.0,0.0
00004556-007-CK-S-005-B3,0.0,0.0
00004556-007-CK-S-006-B1,0.01,3.65
00004556-007-CK-S-006-B2,0.01,3.65
00004556-007-CK-S-006-B3,0.01,3.65
00004556-007-CK-S-007-B1,0.0,0.0
00004556-007-CK-S-007-B2,0.0,0.0
00004556-007-CK-S-007-B3,0.0,0.0
00004556-007-FL-S-001-B1,0.0,0.0
00004556-007-FL-S-001-B2,0.0,0.0
00004556-007-FL-S-001-B3,0.0,0.0
00004556-007-FL-S-002-B1,0.0,0.0
00004556-007-FL-S-002-B2,0.0,0.0
00004556-007-FL-S-002-B3,0.0,0.0
00004556-007-FL-S-004-B1,0.0,0.0
00004556-007-FL-S-004-B2,0.0,0.0
00004556-007-FL-S-004-B3,0.0,0.0
00004556-007-FL-S-005-B1,0.0,0.0
00004556-007-FL-S-005-B2,0.0,0.0
00004556-007-FL-S-005-B3,0.0,0.0
00004556-007-FL-S-006-B1,0.0,0.0
00004556-007-FL-S-006-B2,0.0,0.0
00004556-007-FL-S-006-B3,0.0,0.0
00004556-007-FL-S-007-B1,0.0,0.0
00004556-007-FL-S-007-B2,0.0,0.0
00004556-007-FL-S-007-B3,0.0,0.0
00004556-007-KI-S-001-B1,0.0,0.0
00004556-007-KI-S-001-B2,0.0,0.0
00004556-007-KI-S-001-B3,0.0,0.0
00004556-007-KI-S-002-B1,0.0,0.0
00004556-007-KI-S-002-B2,0.0,0.0
00004556-007-KI-S-002-B3,0.0,0.0
00004556-007-KI-S-004-B1,0.01,3.65
00004556-007-KI-S-004-B2,0.01,3.65
00004556-007-KI-S-004-B3,0.01,3.65
00004556-007-KI-S-005-B1,0.0,0.0
00004556-007-KI-S-005-B2,0.0,0.0
00004556-007-KI-S-005-B3,0.0,0.0
00004556-007-KI-S-006-B1,0.0,0.0
00004556-007-KI-S-006-B2,0.0,0.0
00004556-007-KI-S-006-B3,0.0,0.0
00004556-007-KI-S-007-B1,0.01,3.65
00004556-007-KI-S-007-B2,0.01,3.65
00004556-007-KI-S-007-B3,0.01,3.65
00004556-007-QU-S-001-B1,0.0,0.0
00004556-007-QU-S-001-B2,0.0,0.0
00004556-007-QU-S-001-B3,0.0,0.0
00004556-007-QU-S-002-B1,0.0,0.0
00004556-007-QU-S-002-B2,0.0,0.0
00004556-007-QU-S-002-B3,0.0,0.0
00004556-007-QU-S-004-B1,0.01,3.65
00004556-007-QU-S-004-B2,0.01,3.65
00004556-007-QU-S-004-B3,0.01,3.65
00004556-007-QU-S-005-B1,0.0,0.0
00004556-007-QU-S-005-B2,0.0,0.0
00004556-007-QU-S-005-B3,0.0,0.0
00004556-007-QU-S-006-B1,0.0,0.0
00004556-007-QU-S-006-B2,0.0,0.0
00004556-007-QU-S-006-B3,0.0,0.0
00004556-007-QU-S-007-B1,0.01,3.65
00004556-007-QU-S-007-B2,0.01,3.65
00004556-007-QU-S-007-B3,0.01,3.65
00004556-007-TW-S-001-B1,0.0,0.0
00004556-007-TW-S-001-B2,0.0,0.0
00004556-007-TW-S-001-B3,0.0,0.0
00004556-007-TW-S-002-B1,0.0,0.0
00004556-007-TW-S-002-B2,0.0,0.0
00004556-007-TW-S-002-B3,0.0,0.0
00004556-007-TW-S-004-B1,0.0,0.0
00004556-007-TW-S-004-B2,0.0,0.0
00004556-007-TW-S-004-B3,0.0,0.0
00004556-007-TW-S-005-B1,0.0,0.0
00004556-007-TW-S-005-B2,0.0,0.0
00004556-007-TW-S-005-B3,0.0,0.0
00004556-007-TW-S-006-B1,0.0,0.0
00004556-007-TW-S-006-B2,0.0,0.0
00004556-007-TW-S-006-B3,0.0,0.0
00004556-007-TW-S-007-B1,0.0,0.0
00004556-007-TW-S-007-B2,0.0,0.0
00004556-007-TW-S-007-B3,0.0,0.0
00004556-008-CK-S-001-B1,0.0,0.0
00004556-008-CK-S-001-B2,0.0,0.0
00004556-008-CK-S-001-B3,0.0,0.0
00004556-008-CK-S-002-B1,0.0,0.0
00004556-008-CK-S-002-B2,0.0,0.0
00004556-008-CK-S-002-B3,0.0,0.0
00004556-008-CK-S-004-B1,0.0,0.0
00004556-008-CK-S-004-B2,0.0,0.0
00004556-008-CK-S-004-B3,0.0,0.0
00004556-008-CK-S-005-B1,0.0,0.0
00004556-008-CK-S-005-B2,0.0,0.0
00004556-008-CK-S-005-B3,0.0,0.0
00004556-008-CK-S-006-B1,0.0,0.0
00004556-008-CK-S-006-B2,0.0,0.0
00004556-008-CK-S-006-B3,0.0,0.0
00004556-008-CK-S-007-B1,0.0,0.0
00004556-008-CK-S-007-B2,0.0,0.0
00004556-008-CK-S-007-B3,0.0,0.0
00004556-008-FL-S-001-B1,0.0,0.0
00004556-008-FL-S-001-B2,0.0,0.0
00004556-008-FL-S-001-B3,0.0,0.0
00004556-008-FL-S-002-B1,0.0,0.0
00004556-008-FL-S-002-B2,0.0,0.0
00004556-008-FL-S-002-B3,0.0,0.0
00004556-008-FL-S-004-B1,0.0,0.0
00004556-008-FL-S-004-B2,0.0,0.0
00004556-008-FL-S-004-B3,0.0,0.0
00004556-008-FL-S-005-B1,0.0,0.0
00004556-008-FL-S-005-B2,0.0,0.0
00004556-008-FL-S-005-B3,0.0,0.0
00004556-008-FL-S-006-B1,0.0,0.0
00004556-008-FL-S-006-B2,0.0,0.0
00004556-008-FL-S-006-B3,0.0,0.0
00004556-008-FL-S-007-B1,0.0,0.0
00004556-008-FL-S-007-B2,0.0,0.0
00004556-008-FL-S-007-B3,0.0,0.0
00004556-008-KI-S-001-B1,0.01,3.65
00004556-008-KI-S-001-B2,0.01,3.65
00004556-008-KI-S-001-B3,0.01,3.65
00004556-008-KI-S-002-B1,0.0,0.0
00004556-008-KI-S-002-B2,0.0,0.0
00004556-008-KI-S-002-B3,0.0,0.0
00004556-008-KI-S-004-B1,0.01,3.65
00004556-008-KI-S-004-B2,0.01,3.65
00004556-008-KI-S-004-B3,0.01,3.65
00004556-008-KI-S-005-B1,0.0,0.0
00004556-008-KI-S-005-B2,0.0,0.0
00004556-008-KI-S-005-B3,0.0,0.0
00004556-008-KI-S-006-B1,0.0,0.0
00004556-008-KI-S-006-B2,0.0,0.0
00004556-008-KI-S-006-B3,0.0,0.0
00004556-008-KI-S-007-B1,0.0,0.0
00004556-008-KI-S-007-B2,0.0,0.0
00004556-008-KI-S-007-B3,0.0,0.0
00004556-008-QU-S-001-B1,0.0,0.0
00004556-008-QU-S-001-B2,0.0,0.0
00004556-008-QU-S-001-B3,0.0,0.0
00004556-008-QU-S-002-B1,0.0,0.0
00004556-008-QU-S-002-B2,0.0,0.0
00004556-008-QU-S-002-B3,0.0,0.0
00004556-008-QU-S-004-B1,0.0,0.0
00004556-008-QU-S-004-B2,0.0,0.0
00004556-008-QU-S-004-B3,0.0,0.0
00004556-008-QU-S-005-B1,0.0,0.0
00004556-008-QU-S-005-B2,0.0,0.0
00004556-008-QU-S-005-B3,0.0,0.0
00004556-008-QU-S-006-B1,0.0,0.0
00004556-008-QU-S-006-B2,0.0,0.0
00004556-008-QU-S-006-B3,0.0,0.0
00004556-008-QU-S-007-B1,0.0,0.0
00004556-008-QU-S-007-B2,0.0,0.0
00004556-008-QU-S-007-B3,0.0,0.0
00004556-008-TW-S-001-B1,0.0,0.0
00004556-008-TW-S-001-B2,0.0,0.0
00004556-008-TW-S-001-B3,0.0,0.0
00004556-008-TW-S-002-B1,0.0,0.0
00004556-008-TW-S-002-B2,0.0,0.0
00004556-008-TW-S-002-B3,0.0,0.0
00004556-008-TW-S-004-B1,0.0,0.0
00004556-008-TW-S-004-B2,0.0,0.0
00004556-008-TW-S-004-B3,0.0,0.0
00004556-008-TW-S-005-B1,0.0,0.0
00004556-008-TW-S-005-B2,0.0,0.0
00004556-008-TW-S-005-B3,0.0,0.0
00004556-008-TW-S-006-B1,0.0,0.0
00004556-008-TW-S-006-B2,0.0,0.0
00004556-008-TW-S-006-B3,0.0,0.0
00004556-008-TW-S-007-B1,0.0,0.0
00004556-008-TW-S-007-B2,0.0,0.0
00004556-008-TW-S-007-B3,0.0,0.0
00004556-009-CK-S-001-B1,0.0,0.0
00004556-009-CK-S-001-B2,0.0,0.0
00004556-009-CK-S-001-B3,0.0,0.0
00004556-009-CK-S-002-B1,0.0,0.0
00004556-009-CK-S-002-B2,0.0,0.0
00004556-009-CK-S-002-B3,0.0,0.0
00004556-009-CK-S-004-B1,0.0,0.0
00004556-009-CK-S-004-B2,0.0,0.0
00004556-009-CK-S-004-B3,0.0,0.0
00004556-009-CK-S-005-B1,0.0,0.0
00004556-009-CK-S-005-B2,0.0,0.0
00004556-009-CK-S-005-B3,0.0,0.0
00004556-009-CK-S-006-B1,0.0,0.0
00004556-009-CK-S-006-B2,0.0,0.0
00004556-009-CK-S-006-B3,0.0,0.0
00004556-009-CK-S-007-B1,0.0,0.0
00004556-009-CK-S-007-B2,0.0,0.0
00004556-009-CK-S-007-B3,0.0,0.0
00004556-009-FL-S-001-B1,0.0,0.0
00004556-009-FL-S-001-B2,0.0,0.0
00004556-009-FL-S-001-B3,0.0,0.0
00004556-009-FL-S-002-B1,0.0,0.0
00004556-009-FL-S-002-B2,0.0,0.0
00004556-009-FL-S-002-B3,0.0,0.0
00004556-009-FL-S-004-B1,0.0,0.0
00004556-009-FL-S-004-B2,0.0,0.0
00004556-009-FL-S-004-B3,0.0,0.0
00004556-009-FL-S-005-B1,0.0,0.0
00004556-009-FL-S-005-B2,0.0,0.0
00004556-009-FL-S-005-B3,0.0,0.0
00004556-009-FL-S-006-B1,0.0,0.0
00004556-009-FL-S-006-B2,0.0,0.0
00004556-009-FL-S-006-B3,0.0,0.0
00004556-009-FL-S-007-B1,0.0,0.0
00004556-009-FL-S-007-B2,0.0,0.0
00004556-009-FL-S-007-B3,0.0,0.0
00004556-009-KI-S-001-B1,0.01,3.65
00004556-009-KI-S-001-B2,0.01,3.65
00004556-009-KI-S-001-B3,0.01,3.65
00004556-009-KI-S-002-B1,0.0,0.0
00004556-009-KI-S-002-B2,0.0,0.0
00004556-009-KI-S-002-B3,0.0,0.0
00004556-009-KI-S-004-B1,0.02,7.3
00004556-009-KI-S-004-B2,0.02,7.3
00004556-009-KI-S-004-B3,0.02,7.3
00004556-009-KI-S-005-B1,0.0,0.0
00004556-009-KI-S-005-B2,0.0,0.0
00004556-009-KI-S-005-B3,0.0,0.0
00004556-009-KI-S-006-B1,0.01,3.65
00004556-009-KI-S-006-B2,0.01,3.65
00004556-009-KI-S-006-B3,0.01,3.65
00004556-009-KI-S-007-B1,0.0,0.0
00004556-009-KI-S-007-B2,0.0,0.0
00004556-009-KI-S-007-B3,0.0,0.0
00004556-009-QU-S-001-B1,0.01,3.65
00004556-009-QU-S-001-B2,0.01,3.65
00004556-009-QU-S-001-B3,0.01,3.65
00004556-009-QU-S-002-B1,0.0,0.0
00004556-009-QU-S-002-B2,0.0,0.0
00004556-009-QU-S-002-B3,0.0,0.0
00004556-009-QU-S-004-B1,0.01,3.65
00004556-009-QU-S-004-B2,0.01,3.65
00004556-009-QU-S-004-B3,0.01,3.65
00004556-009-QU-S-005-B1,0.0,0.0
00004556-009-QU-S-005-B2,0.0,0.0
00004556-009-QU-S-005-B3,0.0,0.0
00004556-009-QU-S-006-B1,0.0,0.0
00004556-009-QU-S-006-B2,0.0,0.0
00004556-009-QU-S-006-B3,0.0,0.0
00004556-009-QU-S-007-B1,0.01,3.65
00004556-009-QU-S-007-B2,0.01,3.65
00004556-009-QU-S-007-B3,0.01,3.65
00004556-009-TW-S-001-B1,0.0,0.0
00004556-009-TW-S-001-B2,0.0,0.0
00004556-009-TW-S-001-B3,0.0,0.0
00004556-009-TW-S-002-B1,0.0,0.0
00004556-009-TW-S-002-B2,0.0,0.0
00004556-009-TW-S-002-B3,0.0,0.0
00004556-009-TW-S-004-B1,0.0,0.0
00004556-009-TW-S-004-B2,0.0,0.0
00004556-009-TW-S-004-B3,0.0,0.0
00004556-009-TW-S-005-B1,0.0,0.0
00004556-009-TW-S-005-B2,0.0,0.0
00004556-009-TW-S-005-B3,0.0,0.0
00004556-009-TW-S-006-B1,0.0,0.0
00004556-009-TW-S-006-B2,0.0,0.0
00004556-009-TW-S-006-B3,0.0,0.0
00004556-009-TW-S-007-B1,0.0,0.0
00004556-009-TW-S-007-B2,0.0,0.0
00004556-009-TW-S-007-B3,0.0,0.0
002560062-014-U-S-004,0.01,3.65
002560062-014-U-S-005,0.0,0.0
002560062-014-U-S-006,0.0,0.0
002560062-014-U-S-007,0.0,0.0
002560062-015-U-S-004,0.05,18.25
002560062-015-U-S-005,0.01,3.65
002560062-015-U-S-006,0.01,3.65
002560062-015-U-S-007,0.0,0.0
002560062-016-U-S-004,0.0,0.0
002560062-016-U-S-005,0.01,3.65
002560062-016-U-S-006,0.0,0.0
002560062-016-U-S-007,0.01,3.65
002560062-017-U-S-004,0.02,7.3
002560062-017-U-S-005,0.01,3.65
