SKU,MONTH,UNIT DEMAND,UNIT SALES
B15203-07,11/1/2025,5,0
B15208-07,11/1/2025,11,0
B15207-07,11/1/2025,15,0
B15213-07,11/1/2025,12,0
B15211-01,11/1/2025,9,0
B15203-01,11/1/2025,9,0
B15213-08,11/1/2025,2,0
B15215-05,11/1/2025,9,0
B15205-08,11/1/2025,5,0
B15215-03,11/1/2025,6,0
B15212-08,11/1/2025,11,0
B15202-06,11/1/2025,11,0
D121021-02,11/1/2025,87,0
D121002-03,11/1/2025,103,0
D121014-02,11/1/2025,28,0
D121021-04,11/1/2025,10,0
D121001-03,11/1/2025,32,0
D121003-03,11/1/2025,54,0
D121002-01,11/1/2025,0,0
D121014-03,11/1/2025,28,0
D121001-01,11/1/2025,28,0
D121014-01,11/1/2025,28,0
D121004-03,11/1/2025,70,0
D121021-01,11/1/2025,12,0
D121014-04,11/1/2025,36,0
D121003-01,11/1/2025,9,0
D121004-01,11/1/2025,14,0
D121002-04,11/1/2025,0,0
D121001-04,11/1/2025,0,0
D121003-04,11/1/2025,0,0
D121004-04,11/1/2025,0,0
B121003-01,11/1/2025,0,0
B121008-02,11/1/2025,0,0
B121008-03,11/1/2025,0,0
B121002-01,11/1/2025,0,0
B121003-03,11/1/2025,0,0
B121002-03,11/1/2025,0,0
B121007-03,11/1/2025,0,0
B121003-02,11/1/2025,0,0
B121008-01,11/1/2025,0,0
B121006-02,11/1/2025,0,0
B121002-05,11/1/2025,0,0
B121003-05,11/1/2025,0,0
B121007-01,11/1/2025,0,0
B121012-01,11/1/2025,0,0
B121007-02,11/1/2025,0,0
B121008-04,11/1/2025,0,0
B121006-03,11/1/2025,0,0
B121008-05,11/1/2025,0,0
B121001-02,11/1/2025,0,0
B121007-04,11/1/2025,0,0
B121006-01,11/1/2025,0,0
B121001-01,11/1/2025,0,0
B121005-02,11/1/2025,0,0
B121013-01,11/1/2025,0,0
B121005-01,11/1/2025,0,0
B121013-02,11/1/2025,0,0
B121005-04,11/1/2025,0,0
B121005-03,11/1/2025,0,0
B121006-05,11/1/2025,0,0
B121012-03,11/1/2025,0,0
B121005-05,11/1/2025,0,0
B121013-03,11/1/2025,0,0
B121006-04,11/1/2025,0,0
B121010-02,11/1/2025,0,0
B121009-02,11/1/2025,0,0
B121011-04,11/1/2025,0,0
B121009-05,11/1/2025,0,0
B121013-04,11/1/2025,0,0
B121010-04,11/1/2025,0,0
B121010-01,11/1/2025,0,0
B121009-04,11/1/2025,0,0
B121009-01,11/1/2025,0,0
B121004-04,11/1/2025,0,0
B121011-03,11/1/2025,1,0
B121011-05,11/1/2025,1,0
B121003-04,11/1/2025,0,0
B121002-02,11/1/2025,0,0
B121002-04,11/1/2025,0,0
B121012-04,11/1/2025,0,0
B121012-02,11/1/2025,0,0
TP70001-02-Q4,11/1/2025,33,0
B132001-03,11/1/2025,17,0
B132001-02,11/1/2025,24,0
B132001-01,11/1/2025,13,0
B132003-04,11/1/2025,6,0
B132002-01,11/1/2025,11,0
B132002-03,11/1/2025,10,0
B132003-01,11/1/2025,7,0
B132002-04,11/1/2025,8,0
B132002-02,11/1/2025,17,0
R141028-01,11/1/2025,3,0
R141028-06,11/1/2025,1,0
R141028-07,11/1/2025,0,0
R141027-07,11/1/2025,2,0
R141027-05,11/1/2025,6,0
C10001-01-B,11/1/2025,0,0
C10010-01,11/1/2025,0,0
C10001-02-B,11/1/2025,0,0
C10020-01,11/1/2025,0,0
P122005-01-C,11/1/2025,0,0
P122005-02-C,11/1/2025,0,0
T58002-01,11/1/2025,0,0
R93040-04,11/1/2025,4,0
R93040-08,11/1/2025,0,0
R93040-05,11/1/2025,3,0
R88028-05,11/1/2025,0,0
R88027-05,11/1/2025,0,0
R88027-04,11/1/2025,0,0
R88028-06,11/1/2025,0,0
R88027-06,11/1/2025,0,0
R88027-02,11/1/2025,0,0
R88028-04,11/1/2025,0,0
R88028-03,11/1/2025,0,0
R88028-02,11/1/2025,0,0
R88037-05,11/1/2025,1,0
T58028-01,11/1/2025,0,0
D115005-01,11/1/2025,0,0
R126007-04,11/1/2025,0,0
R126007-01,11/1/2025,0,0
R126007-02,11/1/2025,0,0
D73001-01-M,11/1/2025,0,0
D73005-01,11/1/2025,2,0
P56067-01-C,11/1/2025,0,0
P056073-01-C,11/1/2025,0,0
01027841-012-QU-A-000,11/1/2025,0,0
01027841-012-QU-B-001,11/1/2025,0,0
01027841-012-QU-W-000,11/1/2025,0,0
01027841-012-FL-B-001,11/1/2025,0,0
01027841-012-TW-A-001,11/1/2025,0,0
01027841-012-TW-B-000,11/1/2025,0,0
01027841-012-CK-W-000,11/1/2025,0,0
01027841-012-CK-B-000,11/1/2025,0,0
01027841-012-FL-W-000,11/1/2025,0,0
01027841-012-FL-W-001,11/1/2025,0,0
01027841-012-TW-W-000,11/1/2025,0,0
01027841-012-TW-W-001,11/1/2025,0,0
01027841-012-KI-A-000,11/1/2025,0,0
01027841-012-CK-A-000,11/1/2025,0,0
01027841-012-CK-A-001,11/1/2025,0,0
01027841-012-FL-A-000,11/1/2025,0,0
01027841-012-TW-A-000,11/1/2025,0,0
01027841-012-TW-B-001,11/1/2025,0,0
T58052-03,11/1/2025,8,0
B84004-03,11/1/2025,33,0
B84004-01,11/1/2025,4,0
P84018-04-C,11/1/2025,17,0
P84054-01-C,11/1/2025,28,0
P84070-02-C,11/1/2025,7,0
P84018-02-C,11/1/2025,14,0
P84020-02-C,11/1/2025,10,0
P84070-01-C,11/1/2025,17,0
P84055-01-C,11/1/2025,10,0
P84021-02-C,11/1/2025,0,0
P84055-03-C,11/1/2025,9,0
P84043-01-C,11/1/2025,7,0
P84020-01-C,11/1/2025,12,0
P84021-01-C,11/1/2025,0,0
P84037-05-C,11/1/2025,0,0
P84036-05-C,11/1/2025,0,0
P84021-03-C,11/1/2025,0,0
P84019-05-C,11/1/2025,0,0
P84022-05-C,11/1/2025,0,0
P84019-04-C,11/1/2025,0,0
P84022-04-C,11/1/2025,0,0
P84036-04-C,11/1/2025,0,0
P84037-04-C,11/1/2025,0,0
R141001-07,11/1/2025,1,0
R141001-05,11/1/2025,1,0
R120027-07,11/1/2025,1,0
R120027-06,11/1/2025,1,0
R120027-04,11/1/2025,1,0
R120027-03,11/1/2025,1,0
R120027-01,11/1/2025,0,0
R61014-02,11/1/2025,0,0
R84008-05,11/1/2025,0,0
R84008-06,11/1/2025,0,0
R84008-03,11/1/2025,0,0
R84008-07,11/1/2025,0,0
R84008-02,11/1/2025,0,0
R84008-01,11/1/2025,0,0
R93006-03,11/1/2025,6,0
00004556-003-KI-W-001-B2,11/1/2025,0,0
00004556-003-KI-W-001-B1,11/1/2025,0,0
00004556-003-KI-W-001-B3,11/1/2025,0,0
00004556-003-QU-W-004-B3,11/1/2025,0,0
00004556-003-QU-W-004-B1,11/1/2025,0,0
00004556-003-QU-W-004-B2,11/1/2025,0,0
00004556-003-KI-M-001-B3,11/1/2025,0,0
00004556-003-KI-M-001-B1,11/1/2025,0,0
00004556-003-KI-M-001-B2,11/1/2025,0,0
00004556-003-KI-M-003-B1,11/1/2025,0,0
00004556-003-KI-M-003-B2,11/1/2025,0,0
00004556-003-KI-M-003-B3,11/1/2025,0,0
00004556-003-QU-W-003-B2,11/1/2025,0,0
00004556-003-QU-W-003-B3,11/1/2025,0,0
00004556-003-QU-W-003-B1,11/1/2025,0,0
00004556-003-QU-M-005-B1,11/1/2025,0,0
00004556-003-QU-M-005-B2,11/1/2025,0,0
00004556-003-KI-W-002-B2,11/1/2025,0,0
00004556-003-KI-W-002-B1,11/1/2025,0,0
00004556-003-KI-W-002-B3,11/1/2025,0,0
00004556-003-KI-W-006-B2,11/1/2025,0,0
00004556-003-KI-W-006-B1,11/1/2025,0,0
00004556-003-KI-W-006-B3,11/1/2025,0,0
00004556-003-QU-M-002-B3,11/1/2025,0,0
00004556-003-QU-M-002-B1,11/1/2025,0,0
00004556-003-QU-M-002-B2,11/1/2025,0,0
00004556-003-QU-M-005-B3,11/1/2025,0,0
00004556-003-CK-M-003-B2,11/1/2025,0,0
00004556-003-CK-M-003-B3,11/1/2025,0,0
00004556-003-CK-M-003-B1,11/1/2025,0,0
00004556-003-QU-M-003-B2,11/1/2025,0,0
00004556-003-QU-M-003-B3,11/1/2025,0,0
00004556-003-QU-M-003-B1,11/1/2025,0,0
00004556-003-KI-W-007-B2,11/1/2025,0,0
00004556-003-KI-W-007-B1,11/1/2025,0,0
00004556-003-KI-W-007-B3,11/1/2025,0,0
00004556-003-QU-W-007-B2,11/1/2025,0,0
00004556-003-QU-W-007-B3,11/1/2025,0,0
00004556-003-QU-W-007-B1,11/1/2025,0,0
00004556-003-QU-W-001-B3,11/1/2025,0,0
00004556-003-QU-W-001-B2,11/1/2025,0,0
00004556-003-QU-W-001-B1,11/1/2025,0,0
00004556-003-CK-M-006-B3,11/1/2025,0,0
00004556-003-CK-M-006-B2,11/1/2025,0,0
00004556-003-CK-M-006-B1,11/1/2025,0,0
00004556-003-QU-M-007-B1,11/1/2025,0,0
00004556-003-QU-M-007-B2,11/1/2025,0,0
00004556-003-QU-M-007-B3,11/1/2025,0,0
00004556-003-QU-M-004-B1,11/1/2025,0,0
00004556-003-QU-M-004-B3,11/1/2025,0,0
00004556-003-QU-M-004-B2,11/1/2025,0,0
00004556-003-QU-M-006-B2,11/1/2025,0,0
00004556-003-QU-M-006-B1,11/1/2025,0,0
00004556-003-QU-M-006-B3,11/1/2025,0,0
00004556-003-KI-W-003-B2,11/1/2025,0,0
00004556-003-CK-W-003-B3,11/1/2025,0,0
00004556-003-KI-W-003-B1,11/1/2025,0,0
00004556-003-KI-W-003-B3,11/1/2025,0,0
00004556-003-CK-W-003-B2,11/1/2025,0,0
00004556-003-CK-W-003-B1,11/1/2025,0,0
00004556-003-FL-W-003-B1,11/1/2025,0,0
00004556-003-FL-W-003-B3,11/1/2025,0,0
00004556-003-FL-W-003-B2,11/1/2025,0,0
00004556-003-TW-W-003-B1,11/1/2025,0,0
00004556-003-TW-W-003-B2,11/1/2025,0,0
00004556-003-TW-W-003-B3,11/1/2025,0,0
00004556-003-FL-M-003-B1,11/1/2025,0,0
00004556-003-FL-M-003-B2,11/1/2025,0,0
00004556-003-FL-M-003-B3,11/1/2025,0,0
00004556-003-TW-M-003-B3,11/1/2025,0,0
00004556-003-TW-M-003-B2,11/1/2025,0,0
00004556-003-TW-M-003-B1,11/1/2025,0,0
00004556-003-CK-W-007-B1,11/1/2025,0,0
00004556-003-CK-W-002-B1,11/1/2025,0,0
00004556-003-CK-W-002-B3,11/1/2025,0,0
00004556-003-CK-W-007-B3,11/1/2025,0,0
00004556-003-CK-W-007-B2,11/1/2025,0,0
00004556-003-CK-W-002-B2,11/1/2025,0,0
00004556-003-KI-W-004-B3,11/1/2025,0,0
00004556-003-CK-W-004-B2,11/1/2025,0,0
00004556-003-KI-W-004-B2,11/1/2025,0,0
00004556-003-CK-W-004-B3,11/1/2025,0,0
00004556-003-CK-W-004-B1,11/1/2025,0,0
00004556-003-KI-W-004-B1,11/1/2025,0,0
00004556-003-CK-W-006-B2,11/1/2025,0,0
00004556-003-CK-W-006-B3,11/1/2025,0,0
00004556-003-CK-W-006-B1,11/1/2025,0,0
00004556-003-FL-W-007-B3,11/1/2025,0,0
00004556-003-FL-W-002-B1,11/1/2025,0,0
00004556-003-FL-W-007-B2,11/1/2025,0,0
00004556-003-FL-W-002-B3,11/1/2025,0,0
00004556-003-QU-W-002-B3,11/1/2025,0,0
00004556-003-CK-W-001-B2,11/1/2025,0,0
00004556-003-FL-W-007-B1,11/1/2025,0,0
00004556-003-QU-W-002-B2,11/1/2025,0,0
00004556-003-QU-W-002-B1,11/1/2025,0,0
00004556-003-FL-W-002-B2,11/1/2025,0,0
00004556-003-CK-W-001-B1,11/1/2025,0,0
00004556-003-CK-W-001-B3,11/1/2025,0,0
00004556-003-FL-W-004-B2,11/1/2025,0,0
00004556-003-FL-W-004-B1,11/1/2025,0,0
00004556-003-FL-W-004-B3,11/1/2025,0,0
00004556-003-CK-M-002-B1,11/1/2025,0,0
00004556-003-CK-M-007-B1,11/1/2025,0,0
00004556-003-TW-W-002-B1,11/1/2025,0,0
00004556-003-CK-M-007-B3,11/1/2025,0,0
00004556-003-KI-M-002-B3,11/1/2025,0,0
00004556-003-CK-M-007-B2,11/1/2025,0,0
00004556-003-CK-M-002-B2,11/1/2025,0,0
00004556-003-TW-W-007-B1,11/1/2025,0,0
00004556-003-QU-W-006-B3,11/1/2025,0,0
00004556-003-TW-W-002-B2,11/1/2025,0,0
00004556-003-TW-W-007-B2,11/1/2025,0,0
00004556-003-KI-M-007-B3,11/1/2025,0,0
00004556-003-KI-M-002-B2,11/1/2025,0,0
00004556-003-KI-M-007-B2,11/1/2025,0,0
00004556-003-QU-W-006-B2,11/1/2025,0,0
00004556-003-TW-W-002-B3,11/1/2025,0,0
00004556-003-KI-M-007-B1,11/1/2025,0,0
00004556-003-FL-W-006-B2,11/1/2025,0,0
00004556-003-FL-W-006-B3,11/1/2025,0,0
00004556-003-FL-W-006-B1,11/1/2025,0,0
00004556-003-CK-M-002-B3,11/1/2025,0,0
00004556-003-KI-M-002-B1,11/1/2025,0,0
00004556-003-QU-W-006-B1,11/1/2025,0,0
00004556-003-TW-W-007-B3,11/1/2025,0,0
00004556-003-CK-M-004-B1,11/1/2025,0,0
00004556-003-TW-W-004-B1,11/1/2025,0,0
00004556-003-TW-W-004-B3,11/1/2025,0,0
00004556-003-KI-M-004-B2,11/1/2025,0,0
00004556-003-CK-M-004-B2,11/1/2025,0,0
00004556-003-CK-M-004-B3,11/1/2025,0,0
00004556-003-TW-W-004-B2,11/1/2025,0,0
00004556-003-KI-M-004-B1,11/1/2025,0,0
00004556-003-KI-M-004-B3,11/1/2025,0,0
00004556-003-KI-M-006-B1,11/1/2025,0,0
00004556-003-FL-W-001-B2,11/1/2025,0,0
00004556-003-FL-W-001-B3,11/1/2025,0,0
00004556-003-FL-W-001-B1,11/1/2025,0,0
00004556-003-KI-M-006-B3,11/1/2025,0,0
00004556-003-TW-W-006-B1,11/1/2025,0,0
00004556-003-TW-W-006-B2,11/1/2025,0,0
00004556-003-KI-M-006-B2,11/1/2025,0,0
00004556-003-TW-W-006-B3,11/1/2025,0,0
00004556-003-FL-M-002-B3,11/1/2025,0,0
00004556-003-TW-W-001-B2,11/1/2025,0,0
00004556-003-FL-M-007-B2,11/1/2025,0,0
00004556-003-TW-W-001-B3,11/1/2025,0,0
00004556-003-FL-M-007-B3,11/1/2025,0,0
00004556-003-TW-W-001-B1,11/1/2025,0,0
00004556-003-FL-M-007-B1,11/1/2025,0,0
00004556-003-FL-M-002-B1,11/1/2025,0,0
00004556-003-CK-M-001-B1,11/1/2025,0,0
00004556-003-FL-M-002-B2,11/1/2025,0,0
00004556-003-CK-M-001-B2,11/1/2025,0,0
00004556-003-CK-M-001-B3,11/1/2025,0,0
00004556-003-FL-M-004-B2,11/1/2025,0,0
00004556-003-FL-M-004-B3,11/1/2025,0,0
00004556-003-FL-M-004-B1,11/1/2025,0,0
00004556-003-FL-M-006-B1,11/1/2025,0,0
00004556-003-TW-M-007-B2,11/1/2025,0,0
00004556-003-TW-M-007-B1,11/1/2025,0,0
00004556-003-TW-M-007-B3,11/1/2025,0,0
00004556-003-FL-M-006-B2,11/1/2025,0,0
00004556-003-TW-M-002-B2,11/1/2025,0,0
00004556-003-TW-M-002-B3,11/1/2025,0,0
00004556-003-FL-M-006-B3,11/1/2025,0,0
00004556-003-TW-M-002-B1,11/1/2025,0,0
00004556-003-TW-M-004-B1,11/1/2025,0,0
00004556-003-TW-M-004-B3,11/1/2025,0,0
00004556-003-TW-M-004-B2,11/1/2025,0,0
00004556-003-FL-M-001-B1,11/1/2025,0,0
00004556-003-FL-M-001-B3,11/1/2025,0,0
00004556-003-FL-M-001-B2,11/1/2025,0,0
00004556-003-TW-M-006-B1,11/1/2025,0,0
00004556-003-TW-M-006-B3,11/1/2025,0,0
00004556-003-TW-M-006-B2,11/1/2025,0,0
00004556-003-TW-M-001-B2,11/1/2025,0,0
00004556-003-TW-M-001-B3,11/1/2025,0,0
00004556-003-TW-M-001-B1,11/1/2025,0,0
00004556-003-KI-W-005-B1,11/1/2025,0,0
00004556-003-TW-M-005-B3,11/1/2025,0,0
00004556-003-TW-W-005-B1,11/1/2025,0,0
00004556-003-FL-M-005-B1,11/1/2025,0,0
00004556-003-FL-W-005-B3,11/1/2025,0,0
00004556-003-TW-W-005-B3,11/1/2025,0,0
00004556-003-CK-M-005-B3,11/1/2025,0,0
00004556-003-KI-W-005-B2,11/1/2025,0,0
00004556-003-CK-W-005-B2,11/1/2025,0,0
00004556-003-TW-M-005-B2,11/1/2025,0,0
00004556-003-FL-W-005-B2,11/1/2025,0,0
00004556-003-CK-W-005-B3,11/1/2025,0,0
00004556-003-CK-M-005-B2,11/1/2025,0,0
00004556-003-KI-M-005-B3,11/1/2025,0,0
00004556-003-FL-W-005-B1,11/1/2025,0,0
00004556-003-QU-W-005-B2,11/1/2025,0,0
00004556-003-QU-W-005-B3,11/1/2025,0,0
00004556-003-KI-M-005-B2,11/1/2025,0,0
00004556-003-QU-W-005-B1,11/1/2025,0,0
00004556-003-CK-M-005-B1,11/1/2025,0,0
00004556-003-FL-M-005-B2,11/1/2025,0,0
00004556-003-TW-W-005-B2,11/1/2025,0,0
00004556-003-KI-W-005-B3,11/1/2025,0,0
00004556-003-CK-W-005-B1,11/1/2025,0,0
00004556-003-KI-M-005-B1,11/1/2025,0,0
00004556-003-FL-M-005-B3,11/1/2025,0,0
00004556-003-TW-M-005-B1,11/1/2025,0,0
R120015-02,11/1/2025,0,0
R120015-01,11/1/2025,0,0
002560062-016-U-S-005,11/1/2025,0,0
002560062-016-U-S-007,11/1/2025,0,0
002560062-016-U-S-004,11/1/2025,0,0
002560062-016-U-S-006,11/1/2025,0,0
B116001-03,11/1/2025,0,0
R120008-02,11/1/2025,0,0
R120009-02,11/1/2025,0,0
R120009-03,11/1/2025,0,0
R120008-05,11/1/2025,0,0
R120009-04,11/1/2025,0,0
R120008-04,11/1/2025,0,0
R120009-05,11/1/2025,0,0
R120008-03,11/1/2025,0,0
R120008-01,11/1/2025,0,0
T139001-01,11/1/2025,0,0
R00002-03,11/1/2025,0,0
R00002-08,11/1/2025,1,0
R00002-07,11/1/2025,2,0
R141029-05,11/1/2025,0,0
R141030-01,11/1/2025,0,0
R141030-07,11/1/2025,1,0
R141030-06,11/1/2025,2,0
R141029-07,11/1/2025,2,0
R88017-03,11/1/2025,5,0
R88018-05,11/1/2025,2,0
R141002-08,11/1/2025,0,0
R141002-07,11/1/2025,0,0
R141003-01,11/1/2025,0,0
R141002-05,11/1/2025,0,0
R141003-06,11/1/2025,1,0
R106003-04,11/1/2025,0,0
R106003-03,11/1/2025,0,0
R106003-05,11/1/2025,0,0
R106003-01,11/1/2025,0,0
R106003-02,11/1/2025,0,0
R61018-01,11/1/2025,1,0
R141020-06,11/1/2025,0,0
R120003-04,11/1/2025,1,0
R133001-03,11/1/2025,1,0
R133001-01,11/1/2025,2,0
R133001-02,11/1/2025,3,0
R93015-05,11/1/2025,0,0
R93015-04,11/1/2025,0,0
R93015-03,11/1/2025,0,0
R93014-06,11/1/2025,1,0
R93014-04,11/1/2025,0,0
R93015-07,11/1/2025,0,0
R93013-06,11/1/2025,1,0
R93013-02,11/1/2025,0,0
R93014-02,11/1/2025,0,0
R93014-01,11/1/2025,0,0
R93013-01,11/1/2025,0,0
R93015-06,11/1/2025,0,0
R93013-03,11/1/2025,0,0
R93013-05,11/1/2025,2,0
F82003-03,11/1/2025,5,0
R61006-01,11/1/2025,0,0
D84008-05-Q6,11/1/2025,0,0
D84008-03-Q6,11/1/2025,0,0
D154005-01,11/1/2025,23,0
F97019-02,11/1/2025,0,0
F97019-01,11/1/2025,0,0
F97021-01,11/1/2025,0,0
F97021-02,11/1/2025,1,0
R120039-08,11/1/2025,2,0
B86036-02,11/1/2025,4,0
B86035-03,11/1/2025,0,0
B86035-02,11/1/2025,0,0
B86035-01,11/1/2025,0,0
B86032-01,11/1/2025,0,0
B86032-03,11/1/2025,0,0
B86032-02,11/1/2025,0,0
B86036-03,11/1/2025,0,0
B86033-02,11/1/2025,1,0
R88002-04,11/1/2025,0,0
R88002-03,11/1/2025,0,0
R88002-01,11/1/2025,0,0
R88002-06,11/1/2025,0,0
R88002-02,11/1/2025,0,0
ODAS-AC-SCT-CC-TK,11/1/2025,58,0
ODAS-AC-SCT-SA-TK,11/1/2025,58,0
P84068-02-C,11/1/2025,0,0
T58033-01,11/1/2025,0,0
R120022-05,11/1/2025,0,0
R120022-04,11/1/2025,0,0
R120022-06,11/1/2025,0,0
R120022-03,11/1/2025,0,0
R120022-07,11/1/2025,0,0
R141010-10,11/1/2025,2,0
R120018-06,11/1/2025,0,0
R120018-02,11/1/2025,0,0
R120018-08,11/1/2025,0,0
R120018-07,11/1/2025,0,0
R120018-01,11/1/2025,0,0
R120018-05,11/1/2025,0,0
R120018-04,11/1/2025,0,0
P97001-03-C,11/1/2025,5,0
R94001-07,11/1/2025,0,0
R94001-05,11/1/2025,0,0
R94001-04,11/1/2025,0,0
R94001-01,11/1/2025,0,0
R94001-03,11/1/2025,0,0
R94001-06,11/1/2025,0,0
01027841-014-KI-A-002,11/1/2025,0,0
01027841-014-CK-W-002,11/1/2025,0,0
01027841-014-KI-W-002,11/1/2025,0,0
01027841-014-QU-W-002,11/1/2025,0,0
01027841-014-FL-W-002,11/1/2025,0,0
01027841-014-TW-W-002,11/1/2025,0,0
01027841-014-KI-B-002,11/1/2025,0,0
01027841-014-CK-B-002,11/1/2025,0,0
01027841-014-CK-A-002,11/1/2025,0,0
01027841-014-QU-A-002,11/1/2025,0,0
01027841-014-QU-B-002,11/1/2025,0,0
01027841-014-FL-A-002,11/1/2025,0,0
01027841-014-FL-B-002,11/1/2025,0,0
01027841-014-TW-B-002,11/1/2025,0,0
01027841-014-TW-A-002,11/1/2025,0,0
D10501-01,11/1/2025,0,0
D10601-01,11/1/2025,0,0
R88014-01,11/1/2025,0,0
R88014-03,11/1/2025,0,0
R88014-02,11/1/2025,0,0
R88014-04,11/1/2025,0,0
R88014-05,11/1/2025,0,0
R88015-05,11/1/2025,0,0
R88015-04,11/1/2025,0,0
R88015-03,11/1/2025,0,0
R88015-02,11/1/2025,0,0
R88015-01,11/1/2025,0,0
00004556-009-QU-S-004-B1,11/1/2025,0,0
00004556-009-QU-S-007-B1,11/1/2025,0,0
00004556-009-KI-S-001-B1,11/1/2025,0,0
00004556-009-QU-S-004-B3,11/1/2025,0,0
00004556-009-QU-S-001-B1,11/1/2025,0,0
00004556-009-QU-S-004-B2,11/1/2025,0,0
00004556-009-QU-S-007-B3,11/1/2025,0,0
00004556-009-KI-S-001-B3,11/1/2025,0,0
00004556-009-QU-S-007-B2,11/1/2025,0,0
00004556-009-QU-S-001-B3,11/1/2025,0,0
00004556-009-KI-S-001-B2,11/1/2025,0,0
00004556-009-CK-S-004-B1,11/1/2025,0,0
00004556-009-QU-S-001-B2,11/1/2025,0,0
00004556-009-FL-S-004-B1,11/1/2025,0,0
00004556-009-QU-S-006-B1,11/1/2025,0,0
00004556-009-CK-S-004-B3,11/1/2025,0,0
00004556-009-CK-S-004-B2,11/1/2025,0,0
00004556-009-FL-S-004-B3,11/1/2025,0,0
00004556-009-QU-S-006-B3,11/1/2025,0,0
00004556-009-FL-S-004-B2,11/1/2025,0,0
00004556-009-QU-S-006-B2,11/1/2025,0,0
00004556-009-KI-S-002-B2,11/1/2025,0,0
00004556-009-CK-S-006-B1,11/1/2025,0,0
00004556-009-CK-S-005-B2,11/1/2025,0,0
00004556-009-KI-S-007-B3,11/1/2025,0,0
00004556-009-CK-S-001-B1,11/1/2025,0,0
00004556-009-TW-S-001-B2,11/1/2025,0,0
00004556-009-TW-S-004-B3,11/1/2025,0,0
00004556-009-FL-S-001-B3,11/1/2025,0,0
00004556-009-CK-S-005-B1,11/1/2025,0,0
00004556-009-QU-S-005-B3,11/1/2025,0,0
00004556-009-QU-S-005-B2,11/1/2025,0,0
00004556-009-TW-S-002-B3,11/1/2025,0,0
00004556-009-CK-S-002-B2,11/1/2025,0,0
00004556-009-TW-S-004-B1,11/1/2025,0,0
00004556-009-QU-S-005-B1,11/1/2025,0,0
00004556-009-QU-S-002-B1,11/1/2025,0,0
00004556-009-TW-S-004-B2,11/1/2025,0,0
00004556-009-KI-S-005-B1,11/1/2025,0,0
00004556-009-FL-S-007-B1,11/1/2025,0,0
00004556-009-CK-S-007-B3,11/1/2025,0,0
00004556-009-TW-S-005-B1,11/1/2025,0,0
00004556-009-FL-S-007-B3,11/1/2025,0,0
00004556-009-CK-S-006-B2,11/1/2025,0,0
00004556-009-FL-S-002-B3,11/1/2025,0,0
00004556-009-KI-S-007-B2,11/1/2025,0,0
00004556-009-TW-S-001-B1,11/1/2025,0,0
00004556-009-KI-S-005-B2,11/1/2025,0,0
00004556-009-FL-S-006-B2,11/1/2025,0,0
00004556-009-FL-S-006-B3,11/1/2025,0,0
00004556-009-TW-S-005-B2,11/1/2025,0,0
00004556-009-KI-S-002-B1,11/1/2025,0,0
00004556-009-CK-S-005-B3,11/1/2025,0,0
00004556-009-FL-S-006-B1,11/1/2025,0,0
00004556-009-TW-S-006-B1,11/1/2025,0,0
00004556-009-TW-S-001-B3,11/1/2025,0,0
00004556-009-FL-S-005-B2,11/1/2025,0,0
00004556-009-QU-S-002-B3,11/1/2025,0,0
00004556-009-CK-S-001-B3,11/1/2025,0,0
00004556-009-CK-S-002-B1,11/1/2025,0,0
00004556-009-FL-S-002-B2,11/1/2025,0,0
00004556-009-FL-S-005-B1,11/1/2025,0,0
00004556-009-CK-S-006-B3,11/1/2025,0,0
00004556-009-CK-S-007-B1,11/1/2025,0,0
00004556-009-TW-S-006-B2,11/1/2025,0,0
00004556-009-QU-S-002-B2,11/1/2025,0,0
00004556-009-CK-S-001-B2,11/1/2025,0,0
00004556-009-CK-S-002-B3,11/1/2025,0,0
00004556-009-KI-S-002-B3,11/1/2025,0,0
00004556-009-TW-S-002-B1,11/1/2025,0,0
00004556-009-TW-S-007-B2,11/1/2025,0,0
00004556-009-FL-S-002-B1,11/1/2025,0,0
00004556-009-TW-S-006-B3,11/1/2025,0,0
00004556-009-TW-S-002-B2,11/1/2025,0,0
00004556-009-KI-S-007-B1,11/1/2025,0,0
00004556-009-CK-S-007-B2,11/1/2025,0,0
00004556-009-KI-S-005-B3,11/1/2025,0,0
00004556-009-FL-S-001-B1,11/1/2025,0,0
00004556-009-FL-S-001-B2,11/1/2025,0,0
00004556-009-TW-S-007-B1,11/1/2025,0,0
00004556-009-FL-S-007-B2,11/1/2025,0,0
00004556-009-TW-S-007-B3,11/1/2025,0,0
00004556-009-TW-S-005-B3,11/1/2025,0,0
00004556-009-FL-S-005-B3,11/1/2025,0,0
P56056-01-C,11/1/2025,0,0
P56057-01-C,11/1/2025,0,0
R133003-02,11/1/2025,0,0
R133003-01,11/1/2025,0,0
R133003-03,11/1/2025,0,0
R88022-03,11/1/2025,0,0
R88022-05,11/1/2025,0,0
R88022-01,11/1/2025,0,0
R88022-02,11/1/2025,0,0
R88023-02,11/1/2025,0,0
00004556-008-FL-S-004-B1,11/1/2025,0,0
00004556-008-QU-S-002-B1,11/1/2025,0,0
00004556-008-QU-S-004-B1,11/1/2025,0,0
00004556-008-QU-S-004-B3,11/1/2025,0,0
00004556-008-FL-S-004-B3,11/1/2025,0,0
00004556-008-QU-S-002-B3,11/1/2025,0,0
00004556-008-FL-S-004-B2,11/1/2025,0,0
00004556-008-QU-S-004-B2,11/1/2025,0,0
00004556-008-QU-S-002-B2,11/1/2025,0,0
